Name,Team,PA,Pitches,BB/K,OBP,ISO,wOBA,O-Swing%,Contact%,GB/FB,Pull%,Oppo%,Soft%,Med%,Hard%,playerid
Jason Heyward,- - -,4021,15974,0.58,0.346,0.153,0.335,0.272,0.804,1.55,0.42,0.23,0.228,0.469,0.304,4940
