"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"CU","2017-10-20","82.0","-2.2140","6.4606","Justin Verlander",596142,434378,"null","ball",,,,,"14","null","L","R","R","HOU","NYY","B","null","null",0,2,2017,"0.3029","-1.0439","1.8473","-0.1858","null","null","null",0,2,"Top","null","null",,,435263,,"171021_002555",,,,,,,"3.4670","1.5890","null","null","null","80.7540","2927","5.9150",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.5861","0.000","0.000","null","null","null","null","null",7,"3"
"FF","2017-10-20","95.6","-2.1411","6.6064","Justin Verlander",596142,434378,"null","foul",,,,,"1","null","L","R","R","HOU","NYY","S","null","null",0,1,2017,"-1.4812","1.3169","-0.4924","3.4360","null","null","null",0,2,"Top","null","null",,,435263,,"171021_002517",,,,,,,"3.4670","1.5890","184","72.0","26.0391","94.5140","2665","5.7970",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.7034","0.000","0.000","null","null","null","null",4,7,"2"
"FF","2017-10-20","95.4","-1.9633","6.7219","Justin Verlander",596142,434378,"null","called_strike",,,,,"6","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"-1.1731","1.7727","0.4692","2.2670","null","null","null",0,2,"Top","null","null",,,435263,,"171021_002459",,,,,,,"3.4670","1.5890","null","null","null","94.5280","2630","6.0950",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4061","0.000","0.000","null","null","null","null","null",7,"1"
"SL","2017-10-20","89.8","-1.9947","5.8151","Luis Severino",514888,622663,"field_out","hit_into_play",,,,,"9","Jose Altuve grounds out, shortstop Didi Gregorius to first baseman Greg Bird.  ","L","R","R","HOU","NYY","X","6","ground_ball",1,2,2017,"0.2049","-0.0203","0.5203","1.3847","null","null","null",2,1,"Bot","108.76","156.76",,,596142,,"171021_002220",,,,,,,"3.1040","1.4480","3","83.8","-26.3750","88.8910","null","6.0610",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4398","0.070","0.066","0.00",1,0,0,2,6,"4"
"SL","2017-10-20","89.9","-2.2107","5.4894","Luis Severino",514888,622663,"null","ball",,,,,"14","null","L","R","R","HOU","NYY","B","null","null",0,2,2017,"0.6130","-0.2428","0.2359","0.9328","null","null","null",2,1,"Bot","null","null",,,596142,,"171021_002220",,,,,,,"3.1040","1.4480","null","null","null","89.2110","null","6.1000",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4011","0.000","0.000","null","null","null","null","null",6,"3"
"SL","2017-10-20","88.5","-2.0690","5.6406","Luis Severino",514888,622663,"null","swinging_strike",,,,,"14","null","L","R","R","HOU","NYY","S","null","null",0,1,2017,"0.3631","-0.5248","0.8198","0.3927","null","null","null",2,1,"Bot","null","null",,,596142,,"171021_002220",,,,,,,"3.1040","1.4480","null","null","null","87.5410","2787","5.9380",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.5632","0.000","0.000","null","null","null","null","null",6,"2"
"SL","2017-10-20","89.6","-2.4029","5.6316","Luis Severino",514888,622663,"null","foul",,,,,"5","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"0.4012","-0.4050","0.1052","2.1240","null","null","null",2,1,"Bot","null","null",,,596142,,"171021_002038",,,,,,,"3.1040","1.4480","null","null","null","88.9290","null","5.9030",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.5974","0.000","0.000","null","null","null","null","null",6,"1"
"SL","2017-10-20","89.0","-2.3845","5.5558","Luis Severino",502210,622663,"field_out","hit_into_play",,,,,"14","Josh Reddick lines out to left fielder Brett Gardner.  ","L","L","R","HOU","NYY","X","7","line_drive",1,2,2017,"0.4591","-0.3539","0.3026","0.8167","null","null","null",1,1,"Bot","95.55","88.61",,,596142,,"171021_002007",,,,,,,"3.4670","1.5890","273","79.0","28.5140","87.8760","2856","6.0230",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4776","0.106","0.110","0.00",1,0,0,3,5,"4"
"FF","2017-10-20","97.5","-2.3069","5.8001","Luis Severino",502210,622663,"null","ball",,,,,"11","null","L","L","R","HOU","NYY","B","null","null",0,2,2017,"-1.0388","1.2414","-0.5356","4.1775","null","null","null",1,1,"Bot","null","null",,,596142,,"171021_001945",,,,,,,"3.4670","1.5890","null","null","null","97.0080","2396","6.1960",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.3044","0.000","0.000","null","null","null","null","null",5,"3"
"SL","2017-10-20","88.2","-2.5272","5.6437","Luis Severino",502210,622663,"null","called_strike",,,,,"7","null","L","L","R","HOU","NYY","S","null","null",0,1,2017,"0.4950","-0.5517","-0.8033","2.0282","null","null","null",1,1,"Bot","null","null",,,596142,,"171021_001928",,,,,,,"3.4670","1.5890","null","null","null","87.1820","2788","5.8820",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.6185","0.000","0.000","null","null","null","null","null",5,"2"
"FF","2017-10-20","97.3","-2.4745","5.6573","Luis Severino",502210,622663,"null","called_strike",,,,,"11","null","L","L","R","HOU","NYY","S","null","null",0,0,2017,"-0.7649","1.3582","-0.2680","3.6572","null","null","null",1,1,"Bot","null","null",,,596142,,"171021_001910",,,,,,,"3.4670","1.5890","null","null","null","96.1810","2347","5.9780",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.5224","0.000","0.000","null","null","null","null","null",5,"1"
"FF","2017-10-20","98.3","-2.0440","5.9167","Luis Severino",543807,622663,"field_out","hit_into_play",,,,,"3","George Springer grounds out, third baseman Todd Frazier to first baseman Greg Bird.  ","L","R","R","HOU","NYY","X","5","ground_ball",2,1,2017,"-0.8112","1.4043","0.4841","3.4111","null","null","null",0,1,"Bot","113.88","166.84",,,596142,,"171021_001836",,,,,,,"3.4900","1.6010","4","84.8","-43.4940","98.0450","2447","6.2880",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.2130","0.111","0.101","0.00",1,0,0,2,4,"4"
"FF","2017-10-20","98.1","-2.1027","5.9123","Luis Severino",543807,622663,"null","swinging_strike",,,,,"2","null","L","R","R","HOU","NYY","S","null","null",2,0,2017,"-0.6447","1.3498","-0.0538","3.3886","null","null","null",0,1,"Bot","null","null",,,596142,,"171021_001811",,,,,,,"3.4900","1.6010","null","null","null","97.9710","2437","6.2870",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.2135","0.000","0.000","null","null","null","null","null",4,"3"
"SL","2017-10-20","87.5","-2.2293","5.6029","Luis Severino",543807,622663,"null","ball",,,,,"12","null","L","R","R","HOU","NYY","B","null","null",1,0,2017,"0.6698","-0.5201","0.2752","3.6225","null","null","null",0,1,"Bot","null","null",,,596142,,"171021_001753",,,,,,,"3.4900","1.6010","null","null","null","86.2890","2937","5.7270",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.7737","0.000","0.000","null","null","null","null","null",4,"2"
"FC","2017-10-20","97.5","-2.2967","5.6678","Luis Severino",543807,622663,"null","ball",,,,,"1","null","L","R","R","HOU","NYY","B","null","null",0,0,2017,"-0.9194","0.9221","-0.5788","3.4718","null","null","null",0,1,"Bot","null","null",,,596142,,"171021_001738",,,,,,,"3.4900","1.6010","null","null","null","97.3560","2294","6.0730",526502,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4279","0.000","0.000","null","null","null","null","null",4,"1"
"FF","2017-10-20","97.3","-1.9851","6.5806","Justin Verlander",544369,434378,"field_out","hit_into_play",,,,,"3","Didi Gregorius pops out to third baseman Alex Bregman.  ","L","L","R","HOU","NYY","X","5","popup",1,2,2017,"-1.4926","1.1993","0.5288","2.9092","null","null","null",2,1,"Top","108.25","152.20",,,435263,,"171021_001425",,,,,,,"3.4900","1.6010","null","80.0","69.0000","96.5340","2675","6.2720",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.2287","0.000","0.001","0.00",1,0,0,3,3,"5"
"FF","2017-10-20","97.0","-2.0295","6.6702","Justin Verlander",544369,434378,"null","foul",,,,,"11","null","L","L","R","HOU","NYY","S","null","null",1,2,2017,"-1.4541","1.4140","-0.1382","3.8008","null","null","null",2,1,"Top","null","null",,,435263,,"171021_001400",,,,,,,"3.4900","1.6010","214","75.4","45.6269","95.3120","2683","5.8550",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.6460","0.000","0.000","null","null","null","null",3,3,"4"
"FF","2017-10-20","96.4","-1.9176","6.6867","Justin Verlander",544369,434378,"null","foul",,,,,"9","null","L","L","R","HOU","NYY","S","null","null",1,1,2017,"-1.3498","1.5456","0.3458","1.7371","null","null","null",2,1,"Top","null","null",,,435263,,"171021_001325",,,,,,,"3.4900","1.6010","null","null","null","94.9460","2707","6.0640",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4370","0.000","0.000","null","null","null","null","null",3,"3"
"FF","2017-10-20","96.1","-1.9828","6.7096","Justin Verlander",544369,434378,"null","swinging_strike",,,,,"5","null","L","L","R","HOU","NYY","S","null","null",1,0,2017,"-1.3826","1.5800","0.0948","2.3591","null","null","null",2,1,"Top","null","null",,,435263,,"171021_001302",,,,,,,"3.4900","1.6010","null","null","null","94.5900","2682","5.9310",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.5702","0.000","0.000","null","null","null","null","null",3,"2"
"FF","2017-10-20","95.2","-2.0965","6.6759","Justin Verlander",544369,434378,"null","ball",,,,,"13","null","L","L","R","HOU","NYY","B","null","null",0,0,2017,"-1.5601","1.2553","-1.6933","2.3162","null","null","null",2,1,"Top","null","null",,,435263,,"171021_001243",,,,,,,"3.4900","1.6010","null","null","null","93.5050","2684","5.6960",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.8051","0.000","0.000","null","null","null","null","null",3,"1"
"SL","2017-10-20","86.2","-2.3145","6.2899","Justin Verlander",592450,434378,"grounded_into_double_play","hit_into_play",,,,,"14","Aaron Judge grounds into a double play, shortstop Carlos Correa to second baseman Jose Altuve to first baseman Yuli Gurriel.   Brett Gardner out at 2nd.  ","L","R","R","HOU","NYY","X","6","ground_ball",0,2,2017,"0.1681","-0.4078","0.6244","1.5773","null","null","458731.00",0,1,"Top","102.17","155.75",,,435263,,"171021_001157",,,,,,,"3.7560","1.7460","57","103.4","2.5160","85.4750","2701","5.7490",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.7522","0.558","0.522","0.00",1,0,0,4,2,"3"
"FF","2017-10-20","96.5","-1.9291","6.7370","Justin Verlander",592450,434378,"null","called_strike",,,,,"9","null","L","R","R","HOU","NYY","S","null","null",0,1,2017,"-1.2682","1.5712","0.4235","2.2896","null","null","458731.00",0,1,"Top","null","null",,,435263,,"171021_001128",,,,,,,"3.7560","1.7460","5","41.0","-18.5710","95.2560","2650","6.0530",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4478","0.000","0.000","null","null","null","null",1,2,"2"
"SL","2017-10-20","84.7","-2.3381","6.4683","Justin Verlander",592450,434378,"null","swinging_strike",,,,,"9","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"0.1081","-0.0453","0.4717","1.6544","null","null","458731.00",0,1,"Top","null","null",,,435263,,"171021_001103",,,,,,,"3.7560","1.7460","null","null","null","83.6140","2693","5.5670",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.9334","0.000","0.000","null","null","null","null","null",2,"1"
"FF","2017-10-20","95.9","-2.0890","6.6568","Justin Verlander",458731,434378,"single","hit_into_play_no_out",,,,,"13","Brett Gardner singles on a line drive to center fielder George Springer.  ","L","L","R","HOU","NYY","X","null","line_drive",1,1,2017,"-1.5535","1.3952","-0.3087","1.2271","null","null","null",0,1,"Top","100.30","107.17",,,435263,,"171021_001027",,,,,,,"3.3190","1.5130","214","90.0","11.5110","94.7660","2685","6.0180",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4830","0.850","0.805","0.90",1,1,0,4,1,"3"
"FF","2017-10-20","95.7","-2.0804","6.7319","Justin Verlander",458731,434378,"null","ball",,,,,"14","null","L","L","R","HOU","NYY","B","null","null",0,1,2017,"-1.3958","1.4885","1.3295","2.0631","null","null","null",0,1,"Top","null","null",,,435263,,"171021_000959",,,,,,,"3.3190","1.5130","null","null","null","93.8620","2637","5.7240",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.7771","0.000","0.000","null","null","null","null","null",1,"2"
"FF","2017-10-20","94.2","-1.9161","6.7336","Justin Verlander",458731,434378,"null","foul",,,,,"8","null","L","L","R","HOU","NYY","S","null","null",0,0,2017,"-1.3214","1.4929","-0.2088","1.6272","null","null","null",0,1,"Top","null","null",,,435263,,"171021_000937",,,,,,,"3.3190","1.5130","149","69.0","70.2403","93.3400","2590","6.1500",526502,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.3506","0.000","0.000","null","null","null","null",3,1,"1"
"FF","2017-10-19","92.3","1.0666","6.2894","Clayton Kershaw",519203,477132,"field_out","hit_into_play",,,,,"7","Anthony Rizzo lines out to second baseman Logan Forsythe.  ","L","L","L","CHC","LAD","X","4","line_drive",1,1,2017,"-0.1316","1.9235","-0.4031","1.9733","null","null","592178.00",2,6,"Bot","175.79","122.88",,,605131,,"171020_021633",,,,,,,"3.4633","1.4944","217","89.7","13.7920","92.4520","2337","6.5920",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.9048","0.858","0.822","0.00",1,0,0,4,52,"3"
"FF","2017-10-19","92.4","1.2324","6.2604","Clayton Kershaw",519203,477132,"null","foul",,,,,"6","null","L","L","L","CHC","LAD","S","null","null",1,0,2017,"0.5151","1.8674","0.5417","2.8308","null","null","592178.00",2,6,"Bot","null","null",,,605131,,"171020_021557",,,,,,,"3.4633","1.4944","112","79.1","80.5983","92.7260","2339","6.6070",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.8901","0.000","0.000","null","null","null","null",3,52,"2"
"FF","2017-10-19","92.6","1.2560","6.2305","Clayton Kershaw",519203,477132,"null","ball",,,,,"14","null","L","L","L","CHC","LAD","B","null","null",0,0,2017,"0.1042","1.6462","0.9000","0.8928","null","null","592178.00",2,6,"Bot","null","null",,,605131,,"171020_021536",,,,,,,"3.7394","1.7707","null","null","null","93.3050","2417","6.7260",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.7714","0.000","0.000","null","null","null","null","null",52,"1"
"FF","2017-10-19","92.7","0.9789","6.2669","Clayton Kershaw",592178,477132,"force_out","hit_into_play",,,,,"7","Kris Bryant grounds into a force out, third baseman Justin Turner to second baseman Logan Forsythe.   Kyle Schwarber out at 2nd.    Kris Bryant to 1st.  ","L","R","L","CHC","LAD","X","5","ground_ball",2,1,2017,"-0.4044","1.6926","-0.4573","1.9451","null","null","656941.00",1,6,"Bot","100.81","170.84",,,605131,,"171020_021448",,,,,,,"3.2421","1.4039","12","94.3","-9.2440","93.2370","2366","6.6870",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.8106","0.228","0.214","0.00",1,0,0,2,51,"4"
"SL","2017-10-19","89.5","1.1343","6.3273","Clayton Kershaw",592178,477132,"null","ball",,,,,"12","null","L","R","L","CHC","LAD","B","null","null",1,1,2017,"-0.1857","0.8154","0.8771","3.4953","null","null","656941.00",1,6,"Bot","null","null",,,605131,,"171020_021419",,,,,,,"3.3601","1.6802","null","null","null","89.7510","2484","6.3070",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.1900","0.000","0.000","null","null","null","null","null",51,"3"
"CU","2017-10-19","74.8","0.6295","6.4244","Clayton Kershaw",592178,477132,"null","ball",,,,,"14","null","L","R","L","CHC","LAD","B","null","null",0,1,2017,"0.3188","-1.3063","1.8451","1.0590","null","null","656941.00",1,6,"Bot","null","null",,,605131,,"171020_021349",,,,,,,"3.3140","1.6802","null","null","null","74.1120","2462","5.8820",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.6149","0.000","0.000","null","null","null","null","null",51,"2"
"SL","2017-10-19","89.2","1.2802","6.3376","Clayton Kershaw",592178,477132,"null","called_strike",,,,,"6","null","L","R","L","CHC","LAD","S","null","null",0,0,2017,"0.3066","0.9825","0.6081","2.8566","null","null","656941.00",1,6,"Bot","null","null",,,605131,,"171020_021327",,,,,,,"3.4161","1.6802","null","null","null","89.4950","2473","6.3980",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.0994","0.000","0.000","null","null","null","null","null",51,"1"
"FF","2017-10-19","92.1","1.4431","6.2166","Clayton Kershaw",656941,477132,"single","hit_into_play_no_out",,,,,"6","Kyle Schwarber singles on a soft bunt ground ball to pitcher Clayton Kershaw.  ","L","L","L","CHC","LAD","X","null","ground_ball",0,0,2017,"0.1725","1.6486","0.3283","2.0737","null","null","null",1,6,"Bot","117.04","187.07",,,605131,,"171020_021223",,,,,,,"3.0812","1.2631","null","40.0","-36.0000","92.5120","2423","6.5550",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.9423","0.219","0.203","0.90",1,1,0,1,50,"1"
"SL","2017-10-19","88.6","1.3904","6.2957","Clayton Kershaw",546991,477132,"field_out","hit_into_play",,,,,"6","Albert Almora lines out to right fielder Yasiel Puig.  ","L","R","L","CHC","LAD","X","9","line_drive",1,2,2017,"0.0204","1.0332","0.2785","2.2454","null","null","null",0,6,"Bot","203.62","103.60",,,605131,,"171020_021142",,,,,,,"3.2622","1.2731","293","92.7","20.6030","88.5250","2537","6.1910",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.3062","0.261","0.316","0.00",1,0,0,3,49,"4"
"CU","2017-10-19","73.2","0.8455","6.3823","Clayton Kershaw",546991,477132,"null","foul",,,,,"6","null","L","R","L","CHC","LAD","S","null","null",1,1,2017,"-0.4228","-1.4119","0.3198","2.3346","null","null","null",0,6,"Bot","null","null",,,605131,,"171020_021113",,,,,,,"3.2622","1.2731","3","67.6","-37.9536","72.1300","2518","5.6340",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.8629","0.000","0.000","null","null","null","null",2,49,"3"
"FF","2017-10-19","92.2","1.3216","6.1887","Clayton Kershaw",546991,477132,"null","foul",,,,,"3","null","L","R","L","CHC","LAD","S","null","null",1,0,2017,"0.2386","1.8819","0.8117","2.7357","null","null","null",0,6,"Bot","null","null",,,605131,,"171020_021046",,,,,,,"3.2622","1.2731","305","92.5","47.4320","93.0520","2469","6.7870",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.7105","0.000","0.000","null","null","null","null",3,49,"2"
"SL","2017-10-19","86.5","1.4809","6.2780","Clayton Kershaw",546991,477132,"null","ball",,,,,"14","null","L","R","L","CHC","LAD","B","null","null",0,0,2017,"-0.2122","0.7181","0.8032","1.2004","null","null","null",0,6,"Bot","null","null",,,605131,,"171020_021032",,,,,,,"3.6346","1.5696","null","null","null","86.6890","2646","6.2040",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2935","0.000","0.000","null","null","null","null","null",49,"1"
"CU","2017-10-19","73.7","0.5887","6.3640","Clayton Kershaw",600303,477132,"field_out","hit_into_play",,,,,"2","Tommy La Stella grounds out, second baseman Logan Forsythe to first baseman Cody Bellinger.  ","L","L","L","CHC","LAD","X","4","ground_ball",1,2,2017,"-0.1682","-1.5205","0.1710","3.1273","null","null","null",2,5,"Bot","154.55","154.62",,,605131,,"171020_020016",,,,,,,"3.1616","1.3033","47","84.4","0.8880","72.4500","2309","5.7740",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.7232","0.284","0.268","0.00",1,0,0,2,45,"5"
"CU","2017-10-19","74.1","1.1201","6.3472","Clayton Kershaw",600303,477132,"null","ball",,,,,"14","null","L","L","L","CHC","LAD","B","null","null",0,2,2017,"0.2506","-1.5504","2.0655","1.8331","null","null","null",2,5,"Bot","null","null",,,605131,,"171020_015947",,,,,,,"3.4119","1.5796","null","null","null","72.8500","2306","5.7560",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.7407","0.000","0.000","null","null","null","null","null",45,"4"
"SL","2017-10-19","87.5","1.2794","6.3886","Clayton Kershaw",600303,477132,"null","foul",,,,,"7","null","L","L","L","CHC","LAD","S","null","null",0,2,2017,"-0.3986","0.7391","-0.5752","1.3958","null","null","null",2,5,"Bot","null","null",,,605131,,"171020_015925",,,,,,,"3.1616","1.3033","null","null","null","87.2350","2574","6.0750",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4224","0.000","0.000","null","null","null","null","null",45,"3"
"FT","2017-10-19","93.3","2.7284","5.5633","Clayton Kershaw",600303,477132,"null","foul",,,,,"12","null","L","L","L","CHC","LAD","S","null","null",0,1,2017,"1.0448","1.5238","0.5078","3.7480","null","null","null",2,5,"Bot","null","null",,,605131,,"171020_015908",,,,,,,"3.1616","1.3033","210","81.9","64.6730","93.4090","2524","6.4230",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.0743","0.000","0.000","null","null","null","null",3,45,"2"
"FF","2017-10-19","92.0","1.3604","6.1753","Clayton Kershaw",600303,477132,"null","foul",,,,,"3","null","L","L","L","CHC","LAD","S","null","null",0,0,2017,"0.2894","1.6554","0.7239","3.0629","null","null","null",2,5,"Bot","null","null",,,605131,,"171020_015845",,,,,,,"3.1616","1.3033","224","78.0","29.7317","92.4580","2421","6.6080",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.8889","0.000","0.000","null","null","null","null",3,45,"1"
"FF","2017-10-19","93.1","1.2902","6.2058","Clayton Kershaw",450314,477132,"field_out","hit_into_play",,,,,"2","Ben Zobrist lines out to right fielder Yasiel Puig.  ","L","R","L","CHC","LAD","X","9","line_drive",1,2,2017,"0.0570","1.7576","0.2186","2.9226","null","null","null",1,5,"Bot","168.57","83.71",,,605131,,"171020_015751",,,,,,,"3.4332","1.5044","300","84.9","26.8400","93.3120","2466","6.4720",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.0253","0.069","0.081","0.00",1,0,0,3,44,"5"
"CU","2017-10-19","74.0","0.7371","6.3616","Clayton Kershaw",450314,477132,"null","foul",,,,,"6","null","L","R","L","CHC","LAD","S","null","null",1,2,2017,"-0.4330","-1.5566","0.4646","2.2851","null","null","null",1,5,"Bot","null","null",,,605131,,"171020_015714",,,,,,,"3.4332","1.5044","null","null","null","72.8000","2456","5.7730",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.7243","0.000","0.000","null","null","null","null","null",44,"4"
"SL","2017-10-19","88.5","1.2494","6.2842","Clayton Kershaw",450314,477132,"null","ball",,,,,"13","null","L","R","L","CHC","LAD","B","null","null",0,2,2017,"-0.4333","0.6701","-0.0236","1.1944","null","null","null",1,5,"Bot","null","null",,,605131,,"171020_015656",,,,,,,"3.5152","1.5865","null","null","null","88.2570","2628","6.0550",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4425","0.000","0.000","null","null","null","null","null",44,"3"
"CH","2017-10-19","88.3","1.4990","6.2057","Clayton Kershaw",450314,477132,"null","foul",,,,,"14","null","L","R","L","CHC","LAD","S","null","null",0,1,2017,"1.6896","1.5330","1.6500","1.8114","null","null","null",1,5,"Bot","null","null",,,605131,,"171020_015633",,,,,,,"3.4332","1.5044","8","73.5","-12.6281","88.1850","2316","6.4530",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.0440","0.000","0.000","null","null","null","null",2,44,"2"
"SL","2017-10-19","89.1","1.2445","6.3634","Clayton Kershaw",450314,477132,"null","swinging_strike",,,,,"11","null","L","R","L","CHC","LAD","S","null","null",0,0,2017,"-0.3737","0.7830","-0.8556","2.7573","null","null","null",1,5,"Bot","null","null",,,605131,,"171020_015611",,,,,,,"3.4332","1.5044","null","null","null","88.8910","2684","6.1250",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.3725","0.000","0.000","null","null","null","null","null",44,"1"
"FF","2017-10-19","92.6","1.2389","6.1669","Clayton Kershaw",595879,477132,"strikeout","called_strike",,,,,"5","Javier Baez called out on strikes.  ","L","R","L","CHC","LAD","S","null","null",3,2,2017,"0.3420","2.0241","0.2581","2.5006","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015540",,,,,,,"3.5585","1.6182","null","null","null","92.8670","2545","6.5760",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.9212","0.000","0.000","0.00",1,0,0,"null",43,"6"
"SL","2017-10-19","87.4","1.3577","6.2800","Clayton Kershaw",595879,477132,"null","ball",,,,,"14","null","L","R","L","CHC","LAD","B","null","null",2,2,2017,"0.0199","0.3674","1.0498","0.9755","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015523",,,,,,,"3.5225","1.6182","null","null","null","87.2810","2576","6.0030",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4946","0.000","0.000","null","null","null","null","null",43,"5"
"SL","2017-10-19","88.1","1.4096","6.2424","Clayton Kershaw",595879,477132,"null","swinging_strike",,,,,"9","null","L","R","L","CHC","LAD","S","null","null",2,1,2017,"-0.0551","0.6114","0.6408","1.4478","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015506",,,,,,,"3.2924","1.4340","null","null","null","87.9570","2599","6.0870",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4098","0.000","0.000","null","null","null","null","null",43,"4"
"CU","2017-10-19","74.5","0.7395","6.4218","Clayton Kershaw",595879,477132,"null","ball",,,,,"13","null","L","R","L","CHC","LAD","B","null","null",1,1,2017,"-0.5701","-1.3569","-0.5652","-0.0240","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015442",,,,,,,"3.4765","1.6643","null","null","null","73.0900","2601","5.7440",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.7529","0.000","0.000","null","null","null","null","null",43,"3"
"SL","2017-10-19","87.6","1.2633","6.2219","Clayton Kershaw",595879,477132,"null","ball",,,,,"13","null","L","R","L","CHC","LAD","B","null","null",0,1,2017,"-0.4066","0.6428","-0.1737","1.3046","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015425",,,,,,,"3.5685","1.6643","null","null","null","87.6720","2492","6.2880",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2094","0.000","0.000","null","null","null","null","null",43,"2"
"SL","2017-10-19","86.8","1.4223","6.3174","Clayton Kershaw",595879,477132,"null","called_strike",,,,,"6","null","L","R","L","CHC","LAD","S","null","null",0,0,2017,"-0.4275","0.6235","0.6696","2.9923","null","null","null",0,5,"Bot","null","null",,,605131,,"171020_015407",,,,,,,"3.6045","1.7103","null","null","null","86.6080","2508","6.0260",526508,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4716","0.000","0.000","null","null","null","null","null",43,"1"
