"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"FT","2017-10-14","92.3","2.0195","5.9781","Jose Quintana",457759,500779,"null","foul",,,,,"6","null","L","R","L","LAD","CHC","S","null","null",2,2,2017,"1.3311","1.5361","0.3773","2.8112","null","null","null",1,4,"Bot","null","null",,,575929,,"171015_012445",,,,,,,"3.5057","1.5067","223","74.7","45.0385","92.7300","1952","6.5180",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"53.9820","0.000","0.000","null","null","null","null",3,28,"5"
"FF","2017-10-14","96.9","-2.1144","6.4284","Justin Verlander",543305,434378,"double","hit_into_play_no_out",,,,,"4","Aaron Hicks doubles (1) on a sharp line drive to center fielder George Springer.  ","L","L","R","HOU","NYY","X","null","line_drive",0,1,2017,"-1.3974","1.3306","-0.3115","2.6490","null","null","null",2,5,"Top","91.95","78.54",,,435263,,"171014_213640",,,,,,,"3.2873","1.3983","297","102.5","14.3730","95.9000","2655","6.0380",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4628","0.691","0.745","1.25",1,1,1,4,31,"2"
"FT","2017-10-14","91.3","1.9829","5.7897","Jose Quintana",457759,500779,"null","called_strike",,,,,"3","null","L","R","L","LAD","CHC","S","null","null",2,1,2017,"1.4836","1.3194","0.4561","3.3987","null","null","null",1,4,"Bot","null","null",,,575929,,"171015_012409",,,,,,,"3.6719","1.6866","null","null","null","91.1510","2012","6.2270",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"54.2726","0.000","0.000","null","null","null","null","null",28,"4"
"FF","2017-10-14","96.4","-1.9941","6.5226","Justin Verlander",543305,434378,"null","called_strike",,,,,"13","null","L","L","R","HOU","NYY","S","null","null",0,0,2017,"-1.0927","1.2348","-0.9653","2.0344","null","null","null",2,5,"Top","null","null",,,435263,,"171014_213609",,,,,,,"3.8236","1.7618","null","null","null","96.0250","2571","6.2770",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.2236","0.000","0.000","null","null","null","null","null",31,"1"
"CU","2017-10-14","77.1","2.0749","5.8982","Jose Quintana",457759,500779,"null","ball",,,,,"14","null","L","R","L","LAD","CHC","B","null","null",1,1,2017,"-0.1699","-0.2668","1.3326","1.6290","null","null","null",1,4,"Bot","null","null",,,575929,,"171015_012334",,,,,,,"3.5431","1.6254","null","null","null","76.4040","2202","5.7150",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"54.7846","0.000","0.000","null","null","null","null","null",28,"3"
"SL","2017-10-14","88.2","-2.2057","6.2161","Justin Verlander",516770,434378,"strikeout","swinging_strike",,,,,"14","Starlin Castro strikes out swinging.  ","L","R","R","HOU","NYY","S","null","null",0,2,2017,"0.4652","0.1219","1.1567","2.3190","null","null","null",1,5,"Top","null","null",,,435263,,"171014_213526",,,,,,,"3.4181","1.4083","null","null","null","87.0030","2680","5.9350",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.5660","0.000","0.000","0.00",1,0,0,"null",30,"3"
"CU","2017-10-14","78.4","2.1243","5.9559","Jose Quintana",457759,500779,"null","ball",,,,,"14","null","L","R","L","LAD","CHC","B","null","null",0,1,2017,"-0.0510","-0.3613","1.1139","0.9734","null","null","null",1,4,"Bot","null","null",,,575929,,"171015_012316",,,,,,,"3.6381","1.6492","null","null","null","77.3300","2245","5.4980",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"55.0014","0.000","0.000","null","null","null","null","null",28,"2"
"SL","2017-10-14","86.7","-2.2386","6.3059","Justin Verlander",516770,434378,"null","foul",,,,,"6","null","L","R","R","HOU","NYY","S","null","null",0,1,2017,"-0.0152","0.2565","0.7285","2.7740","null","null","null",1,5,"Top","null","null",,,435263,,"171014_213502",,,,,,,"3.4181","1.4083","null","null","null","86.1760","2723","5.7640",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.7364","0.000","0.000","null","null","null","null","null",30,"2"
"FT","2017-10-14","92.6","2.0684","5.9986","Jose Quintana",457759,500779,"null","called_strike",,,,,"12","null","L","R","L","LAD","CHC","S","null","null",0,0,2017,"1.2991","1.6538","0.8550","3.0451","null","null","null",1,4,"Bot","null","null",,,575929,,"171015_012258",,,,,,,"3.7432","1.7816","null","null","null","92.6700","2009","6.3290",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"54.1708","0.000","0.000","null","null","null","null","null",28,"1"
"FF","2017-10-14","96.3","-2.0557","6.4828","Justin Verlander",516770,434378,"null","called_strike",,,,,"8","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"-1.3695","1.5187","0.2227","2.2787","null","null","null",1,5,"Top","null","null",,,435263,,"171014_213444",,,,,,,"3.9113","1.9221","null","null","null","95.4810","2637","6.1230",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.3779","0.000","0.000","null","null","null","null","null",30,"1"
"FT","2017-10-14","91.3","2.0160","5.9311","Jose Quintana",621035,500779,"field_out","hit_into_play",,,,,"9","Chris Taylor flies out sharply to center fielder Albert Almora.  ","L","R","L","LAD","CHC","X","8","fly_ball",2,0,2017,"1.3574","1.5074","0.3001","2.0491","null","null","null",0,4,"Bot","112.36","36.77",,,575929,,"171015_012217",,,,,,,"3.3850","1.4463","383","101.2","33.6740","92.4270","1944","6.8370",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"53.6626","0.501","0.964","0.00",1,0,0,6,27,"3"
"FF","2017-10-14","96.3","-2.1122","6.5198","Justin Verlander",595885,434378,"strikeout","swinging_strike",,,,,"5","Greg Bird strikes out swinging.  ","L","L","R","HOU","NYY","S","null","null",1,2,2017,"-1.2882","1.5604","0.1823","2.1391","null","null","null",0,5,"Top","null","null",,,435263,,"171014_213407",,,,,,,"3.2672","1.4586","null","null","null","95.1220","2595","5.9920",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.5092","0.000","0.000","0.00",1,0,0,"null",29,"4"
"CU","2017-10-14","77.7","2.0922","5.8765","Jose Quintana",621035,500779,"null","ball",,,,,"13","null","L","R","L","LAD","CHC","B","null","null",1,0,2017,"-0.0543","-0.5644","-0.8521","0.5732","null","null","null",0,4,"Bot","null","null",,,575929,,"171015_012147",,,,,,,"3.5951","1.7177","null","null","null","77.0890","2166","5.6830",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"54.8164","0.000","0.000","null","null","null","null","null",27,"2"
"FF","2017-10-14","96.2","-1.9714","6.5829","Justin Verlander",595885,434378,"null","swinging_strike",,,,,"6","null","L","L","R","HOU","NYY","S","null","null",1,1,2017,"-1.1980","1.5967","0.3553","2.6990","null","null","null",0,5,"Top","null","null",,,435263,,"171014_213343",,,,,,,"3.2672","1.4586","null","null","null","94.8640","2614","5.8940",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.6068","0.000","0.000","null","null","null","null","null",29,"3"
"CU","2017-10-14","76.3","2.0963","5.9580","Jose Quintana",621035,500779,"null","ball",,,,,"14","null","L","R","L","LAD","CHC","B","null","null",0,0,2017,"-0.2654","-0.3219","1.1448","2.1743","null","null","null",0,4,"Bot","null","null",,,575929,,"171015_012129",,,,,,,"3.6189","1.6939","null","null","null","75.1250","2223","5.3410",526504,500779,575929,519203,595879,592178,608365,656941,546991,445055,"55.1591","0.000","0.000","null","null","null","null","null",27,"1"
"FF","2017-10-14","95.7","-2.0344","6.5257","Justin Verlander",595885,434378,"null","called_strike",,,,,"14","null","L","L","R","HOU","NYY","S","null","null",1,0,2017,"-1.3139","1.5148","0.3384","1.3381","null","null","null",0,5,"Top","null","null",,,435263,,"171014_213322",,,,,,,"3.6689","1.7590","null","null","null","94.4880","2639","6.0160",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.4845","0.000","0.000","null","null","null","null","null",29,"2"
"FF","2017-10-14","93.0","1.1720","6.2822","Clayton Kershaw",595879,477132,"field_out","hit_into_play",,,,,"12","Javier Baez grounds out, second baseman Logan Forsythe to first baseman Cody Bellinger.  ","L","R","L","LAD","CHC","X","4","ground_ball",2,2,2017,"0.5584","2.1975","1.3408","2.7732","null","null","null",2,4,"Top","140.36","150.06",,,605131,,"171015_011810",,,,,,,"3.3850","1.5268","7","68.3","-21.1960","92.6040","2450","6.4550",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.0446","0.046","0.043","0.00",1,0,0,2,26,"5"
"CU","2017-10-14","79.0","-2.3128","6.3065","Justin Verlander",595885,434378,"null","ball",,,,,"13","null","L","L","R","HOU","NYY","B","null","null",0,0,2017,"0.8468","-1.0079","-1.2844","2.2806","null","null","null",0,5,"Top","null","null",,,435263,,"171014_213304",,,,,,,"3.6204","1.6189","null","null","null","78.0270","2813","5.6530",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.8475","0.000","0.000","null","null","null","null","null",29,"1"
"SL","2017-10-14","89.1","1.1440","6.2546","Clayton Kershaw",595879,477132,"null","ball",,,,,"14","null","L","R","L","LAD","CHC","B","null","null",1,2,2017,"-0.2367","1.0820","0.3027","0.6438","null","null","null",2,4,"Top","null","null",,,605131,,"171015_011747",,,,,,,"3.4563","1.5743","null","null","null","88.4130","2617","6.0900",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4095","0.000","0.000","null","null","null","null","null",26,"4"
"FF","2017-10-14","98.1","-1.6434","5.9904","Luis Severino",493329,622663,"field_out","hit_into_play",,,,,"6","Yuli Gurriel grounds out sharply, pitcher Luis Severino to first baseman Greg Bird.  ","L","R","R","HOU","NYY","X","1","ground_ball",1,1,2017,"-0.9028","1.1861","0.3689","2.2730","null","null","null",2,4,"Bot","129.03","180.08",,,596142,,"171014_212940",,,,,,,"3.2571","1.3983","20","104.9","-5.3190","98.1970","2268","6.3420",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.1586","0.395","0.365","0.00",1,0,0,2,28,"3"
"CU","2017-10-14","74.6","0.7320","6.3619","Clayton Kershaw",595879,477132,"null","called_strike",,,,,"6","null","L","R","L","LAD","CHC","S","null","null",1,1,2017,"-0.0415","-1.1305","0.5614","2.3533","null","null","null",2,4,"Top","null","null",,,605131,,"171015_011728",,,,,,,"3.4225","1.5980","null","null","null","73.0570","2451","5.4630",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"55.0365","0.000","0.000","null","null","null","null","null",26,"3"
"SL","2017-10-14","88.4","-1.8180","5.9246","Luis Severino",493329,622663,"null","ball",,,,,"14","null","L","R","R","HOU","NYY","B","null","null",0,1,2017,"0.3685","-0.3255","0.9753","-0.5261","null","null","null",2,4,"Bot","null","null",,,596142,,"171014_212916",,,,,,,"3.5546","1.7417","null","null","null","87.6070","2766","6.1140",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.3872","0.000","0.000","null","null","null","null","null",28,"2"
"SL","2017-10-14","89.2","1.1082","6.3492","Clayton Kershaw",595879,477132,"null","ball",,,,,"14","null","L","R","L","LAD","CHC","B","null","null",0,1,2017,"-0.1001","1.3109","1.4406","2.4282","null","null","null",2,4,"Top","null","null",,,605131,,"171015_011711",,,,,,,"3.4850","1.5556","null","null","null","88.2600","2565","6.0160",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4836","0.000","0.000","null","null","null","null","null",26,"2"
"FF","2017-10-14","97.2","-1.5554","6.0988","Luis Severino",493329,622663,"null","foul",,,,,"3","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"-0.6050","1.4043","0.3840","3.2700","null","null","null",2,4,"Bot","null","null",,,596142,,"171014_212850",,,,,,,"3.2571","1.3983","76","77.9","84.0708","96.8060","2344","6.2940",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.2067","0.000","0.000","null","null","null","null",3,28,"1"
"FF","2017-10-14","92.3","1.1490","6.2585","Clayton Kershaw",595879,477132,"null","called_strike",,,,,"14","null","L","R","L","LAD","CHC","S","null","null",0,0,2017,"0.2654","2.0351","0.4158","1.1913","null","null","null",2,4,"Top","null","null",,,605131,,"171015_011652",,,,,,,"3.0314","1.4246","null","null","null","91.6980","2456","6.1730",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.3265","0.000","0.000","null","null","null","null","null",26,"1"
"FF","2017-10-14","97.9","-1.8320","6.0016","Luis Severino",503556,622663,"field_out","hit_into_play",,,,,"5","Marwin Gonzalez pops out to third baseman Todd Frazier.  ","L","L","R","HOU","NYY","X","5","popup",3,1,2017,"-0.7357","1.5214","0.0892","2.6111","null","null","null",1,4,"Bot","102.17","165.38",,,596142,,"171014_212814",,,,,,,"3.4281","1.4788","null","80.0","69.0000","97.5320","2403","6.3520",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.1491","0.000","0.001","0.00",1,0,0,3,27,"5"
"SL","2017-10-14","89.5","1.2451","6.4449","Clayton Kershaw",656941,477132,"field_out","hit_into_play",,,,,"7","Kyle Schwarber grounds out softly to first baseman Cody Bellinger.  ","L","L","L","LAD","CHC","X","3","ground_ball",1,2,2017,"-0.0591","1.0712","-0.3690","1.3116","null","null","null",1,4,"Top","147.45","176.93",,,605131,,"171015_011610",,,,,,,"3.1739","1.3558","null","82.9","-20.6990","88.7270","2518","6.0390",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.4601","0.075","0.069","0.00",1,0,0,2,25,"5"
"FF","2017-10-14","97.0","-1.9471","6.0103","Luis Severino",503556,622663,"null","ball",,,,,"13","null","L","L","R","HOU","NYY","B","null","null",2,1,2017,"-0.8543","1.4555","-0.3265","1.3181","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212757",,,,,,,"3.6285","1.7764","null","null","null","96.9000","2248","6.5520",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"53.9484","0.000","0.000","null","null","null","null","null",27,"4"
"FF","2017-10-14","90.9","1.2027","6.3612","Clayton Kershaw",656941,477132,"null","foul",,,,,"8","null","L","L","L","LAD","CHC","S","null","null",1,2,2017,"0.1551","1.3061","0.2071","1.8260","null","null","null",1,4,"Top","null","null",,,605131,,"171015_011547",,,,,,,"3.1739","1.3558","4","62.6","-27.6117","90.1680","2593","5.9780",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.5211","0.000","0.000","null","null","null","null",2,25,"4"
"CH","2017-10-14","88.2","-2.0824","5.7495","Luis Severino",503556,622663,"null","ball",,,,,"11","null","L","L","R","HOU","NYY","B","null","null",1,1,2017,"-0.9693","1.0328","-2.6954","4.2342","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212641",,,,,,,"3.5814","1.7292","null","null","null","87.9700","1609","6.4020",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.0989","0.000","0.000","null","null","null","null","null",27,"3"
"FT","2017-10-14","95.2","3.0578","5.6135","Clayton Kershaw",656941,477132,"null","ball",,,,,"13","null","L","L","L","LAD","CHC","B","null","null",0,2,2017,"1.0274","1.7060","-1.6590","1.7272","null","null","null",1,4,"Top","null","null",,,605131,,"171015_011528",,,,,,,"3.6387","1.6171","null","null","null","94.2580","2613","6.2260",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2740","0.000","0.000","null","null","null","null","null",25,"3"
"FF","2017-10-14","96.0","-2.2399","5.9508","Luis Severino",503556,622663,"null","ball",,,,,"13","null","L","L","R","HOU","NYY","B","null","null",0,1,2017,"-1.0424","1.0997","-1.0814","1.2291","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212627",,,,,,,"3.7187","1.8208","null","null","null","95.1340","2339","6.0110",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4898","0.000","0.000","null","null","null","null","null",27,"2"
"FF","2017-10-14","92.8","1.2180","6.2096","Clayton Kershaw",656941,477132,"null","called_strike",,,,,"9","null","L","L","L","LAD","CHC","S","null","null",0,1,2017,"0.4055","1.8984","0.3459","1.9797","null","null","null",1,4,"Top","null","null",,,605131,,"171015_011510",,,,,,,"3.6588","1.6884","null","null","null","92.4210","2323","6.3970",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.1029","0.000","0.000","null","null","null","null","null",25,"2"
"SL","2017-10-14","88.6","-2.3747","5.8321","Luis Severino",503556,622663,"null","called_strike",,,,,"13","null","L","L","R","HOU","NYY","S","null","null",0,0,2017,"0.3984","-0.1088","-0.3310","1.5755","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212605",,,,,,,"3.6336","1.8199","null","null","null","87.9720","2647","5.9030",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.5977","0.000","0.000","null","null","null","null","null",27,"1"
"FF","2017-10-14","92.8","1.1647","6.2520","Clayton Kershaw",656941,477132,"null","called_strike",,,,,"8","null","L","L","L","LAD","CHC","S","null","null",0,0,2017,"0.0976","1.9415","0.1606","1.7204","null","null","null",1,4,"Top","null","null",,,605131,,"171015_011455",,,,,,,"3.6350","1.6408","null","null","null","92.4330","2435","6.3760",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.1238","0.000","0.000","null","null","null","null","null",25,"1"
"FF","2017-10-14","99.3","-1.7043","5.9248","Luis Severino",621043,622663,"home_run","hit_into_play_score",,,,,"12","Umpire reviewed (home run), call on the field was upheld: Carlos Correa homers (1) on a line drive to right field.  ","L","R","R","HOU","NYY","X","null","line_drive",1,2,2017,"-0.9165","1.4428","0.9457","3.0764","null","null","null",1,4,"Bot","215.65","83.82",,,596142,,"171014_212309",,,,,,,"3.4583","1.4888","344","98.3","22.6940","98.5380","2414","6.0350",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.4653","0.468","0.676","2.00",1,0,3,5,26,"5"
"FF","2017-10-14","92.8","1.0964","6.2850","Clayton Kershaw",608365,477132,"field_out","hit_into_play",,,,,"14","Addison Russell flies out to right fielder Yasiel Puig.  ","L","R","L","LAD","CHC","X","9","fly_ball",1,2,2017,"-0.0088","2.1788","0.9388","2.2352","null","null","null",0,4,"Top","183.28","71.67",,,605131,,"171015_011427",,,,,,,"3.3950","1.4965","333","88.9","37.1280","92.1040","2419","6.2680",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2318","0.023","0.034","0.00",1,0,0,3,24,"4"
"FF","2017-10-14","99.3","-1.7978","5.9718","Luis Severino",621043,622663,"null","foul",,,,,"9","null","L","R","R","HOU","NYY","S","null","null",1,2,2017,"-1.0602","1.1842","0.6662","1.5519","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212207",,,,,,,"3.4583","1.4888","4","70.6","-20.1563","98.9090","2322","6.2530",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.2473","0.000","0.000","null","null","null","null",2,26,"4"
"SL","2017-10-14","88.8","1.0789","6.3333","Clayton Kershaw",608365,477132,"null","swinging_strike",,,,,"13","null","L","R","L","LAD","CHC","S","null","null",1,1,2017,"-0.3110","0.8667","-0.2349","0.2251","null","null","null",0,4,"Top","null","null",,,605131,,"171015_011351",,,,,,,"3.3525","1.4540","null","null","null","87.8000","2508","5.8920",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.6075","0.000","0.000","null","null","null","null","null",24,"3"
"FF","2017-10-14","98.5","-1.6302","6.0399","Luis Severino",621043,622663,"null","foul_tip",,,,,"5","null","L","R","R","HOU","NYY","S","null","null",1,1,2017,"-0.9011","1.4749","0.2306","2.3593","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212148",,,,,,,"3.4583","1.4888","null","null","null","98.7010","2387","6.5840",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"53.9165","0.000","0.000","null","null","null","null","null",26,"3"
"CU","2017-10-14","73.5","0.7489","6.4417","Clayton Kershaw",608365,477132,"null","ball",,,,,"12","null","L","R","L","LAD","CHC","B","null","null",0,1,2017,"-0.1460","-1.2348","0.2508","3.9023","null","null","null",0,4,"Top","null","null",,,605131,,"171015_011335",,,,,,,"3.3656","1.6508","null","null","null","71.9750","2429","5.6210",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.8790","0.000","0.000","null","null","null","null","null",24,"2"
"FF","2017-10-14","97.4","-2.0131","5.9031","Luis Severino",621043,622663,"null","ball",,,,,"11","null","L","R","R","HOU","NYY","B","null","null",0,1,2017,"-0.8601","0.9352","-1.2058","3.4927","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212131",,,,,,,"3.7658","1.9238","null","null","null","97.0670","2324","6.1120",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.3883","0.000","0.000","null","null","null","null","null",26,"2"
"FF","2017-10-14","93.6","1.1014","6.3065","Clayton Kershaw",608365,477132,"null","called_strike",,,,,"7","null","L","R","L","LAD","CHC","S","null","null",0,0,2017,"0.1933","2.1422","-0.5287","2.3013","null","null","null",0,4,"Top","null","null",,,605131,,"171015_011322",,,,,,,"3.8195","1.7594","null","null","null","93.0180","2428","6.2620",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2375","0.000","0.000","null","null","null","null","null",24,"1"
"FF","2017-10-14","98.3","-2.1004","5.9238","Luis Severino",621043,622663,"null","called_strike",,,,,"14","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"-1.1728","1.4848","0.8768","1.6224","null","null","null",1,4,"Bot","null","null",,,596142,,"171014_212116",,,,,,,"3.7356","1.8551","null","null","null","97.9460","2339","6.4030",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.0981","0.000","0.000","null","null","null","null","null",26,"1"
"SL","2017-10-14","90.3","0.9469","6.4071","Clayton Kershaw",546991,477132,"home_run","hit_into_play_score",,,,,"4","Albert Almora homers (1) on a line drive to left field.   Willson Contreras scores.  ","L","R","L","LAD","CHC","X","null","line_drive",3,2,2017,"-0.0162","1.4043","-0.4082","1.9771","null","null","575929.00",0,4,"Top","48.09","48.16",,,605131,,"171015_011240",,,,,,,"3.3125","1.3235","412","106.3","21.3900","90.1100","2537","6.2360",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2637","0.861","1.399","2.00",1,0,3,6,23,"6"
"FF","2017-10-14","97.9","-2.0866","5.9264","Luis Severino",514888,622663,"field_out","hit_into_play",,,,,"7","Jose Altuve grounds out, second baseman Starlin Castro to first baseman Greg Bird.  ","L","R","R","HOU","NYY","X","4","ground_ball",0,0,2017,"-1.3017","1.0995","-0.6022","1.3538","null","null","null",0,4,"Bot","139.86","145.91",,,596142,,"171014_212032",,,,,,,"2.8044","1.1367","123","56.7","17.7360","97.4730","2264","6.1640",526498,622663,596142,595885,516770,453943,544369,458731,543305,592450,"54.3368","0.177","0.169","0.00",1,0,0,1,25,"1"
"SL","2017-10-14","90.4","0.9127","6.3507","Clayton Kershaw",546991,477132,"null","blocked_ball",,,,,"13","null","L","R","L","LAD","CHC","B","null","null",2,2,2017,"-0.1821","1.0389","-0.3552","0.0235","null","null","575929.00",0,4,"Top","null","null",,,605131,,"171015_011204",,,,,,,"3.5052","1.5574","null","null","null","89.4550","2485","5.8360",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.6632","0.000","0.000","null","null","null","null","null",23,"5"
"SL","2017-10-14","89.3","-2.3201","6.1672","Justin Verlander",596142,434378,"field_out","hit_into_play",,,,,"12","Gary Sanchez flies out to right fielder Josh Reddick.  ","L","R","R","HOU","NYY","X","9","fly_ball",0,2,2017,"0.2063","0.3340","0.9209","2.3497","null","null","null",2,4,"Top","155.40","90.35",,,435263,,"171014_211719",,,,,,,"3.1967","1.3882","294","85.1","38.7850","88.3880","2783","5.8820",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.6189","0.010","0.012","0.00",1,0,0,3,24,"3"
"FF","2017-10-14","90.8","0.9503","6.2546","Clayton Kershaw",546991,477132,"null","swinging_strike",,,,,"13","null","L","R","L","LAD","CHC","S","null","null",2,1,2017,"-0.1685","0.8412","-0.2259","0.8515","null","null","575929.00",0,4,"Top","null","null",,,605131,,"171015_011113",,,,,,,"3.3125","1.3235","null","null","null","90.6080","2482","6.1830",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.3167","0.000","0.000","null","null","null","null","null",23,"4"
"CU","2017-10-14","81.8","-2.3483","6.2029","Justin Verlander",596142,434378,"null","swinging_strike",,,,,"1","null","L","R","R","HOU","NYY","S","null","null",0,1,2017,"1.2190","-0.6623","-0.5002","2.9413","null","null","null",2,4,"Top","null","null",,,435263,,"171014_211647",,,,,,,"3.1967","1.3882","null","null","null","80.2020","2996","5.4810",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"55.0199","0.000","0.000","null","null","null","null","null",24,"2"
"FF","2017-10-14","94.1","0.7278","6.2664","Clayton Kershaw",546991,477132,"null","ball",,,,,"13","null","L","R","L","LAD","CHC","B","null","null",1,1,2017,"-0.2274","1.8966","-1.2369","1.0464","null","null","575929.00",0,4,"Top","null","null",,,605131,,"171015_011050",,,,,,,"3.5765","1.5811","null","null","null","94.2340","2441","6.5680",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"53.9313","0.000","0.000","null","null","null","null","null",23,"3"
"FF","2017-10-14","97.2","-2.2281","6.5142","Justin Verlander",596142,434378,"null","swinging_strike",,,,,"2","null","L","R","R","HOU","NYY","S","null","null",0,0,2017,"-1.0332","1.7952","0.0582","2.6772","null","null","null",2,4,"Top","null","null",,,435263,,"171014_211621",,,,,,,"3.1967","1.3882","null","null","null","95.7440","2650","5.9500",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.5503","0.000","0.000","null","null","null","null","null",24,"1"
"SL","2017-10-14","90.2","0.8743","6.2958","Clayton Kershaw",546991,477132,"null","called_strike",,,,,"13","null","L","R","L","LAD","CHC","S","null","null",1,0,2017,"-0.2231","1.3133","-0.2561","1.1047","null","null","575929.00",0,4,"Top","null","null",,,605131,,"171015_011024",,,,,,,"3.3213","1.4050","null","null","null","89.9030","2522","6.2180",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.2813","0.000","0.000","null","null","null","null","null",23,"2"
"SL","2017-10-14","88.6","-2.4487","6.2477","Justin Verlander",544369,434378,"field_out","hit_into_play",,,,,"6","Didi Gregorius flies out to left fielder Marwin Gonzalez.  ","L","L","R","HOU","NYY","X","7","fly_ball",0,2,2017,"0.0761","0.3623","0.3483","2.1789","null","null","null",1,4,"Top","95.58","118.23",,,435263,,"171014_211547",,,,,,,"3.1766","1.3782","237","90.2","53.9750","87.4240","2723","5.7650",526498,434378,435263,493329,514888,608324,621043,503556,543807,502210,"54.7362","0.007","0.009","0.00",1,0,0,3,23,"3"
"SL","2017-10-14","89.9","0.9398","6.3511","Clayton Kershaw",546991,477132,"null","blocked_ball",,,,,"13","null","L","R","L","LAD","CHC","B","null","null",0,0,2017,"-0.1208","1.2682","-0.6392","-0.3148","null","null","575929.00",0,4,"Top","null","null",,,605131,,"171015_010950",,,,,,,"3.4763","1.5047","null","null","null","89.5110","2590","5.9930",526504,477132,605131,641355,523253,457759,518586,571771,621035,624577,"54.5067","0.000","0.000","null","null","null","null","null",23,"1"
