Name,PA,Pitches,BB/K,OBP,ISO,wOBA,O-Swing%,Contact%,GB/FB,Pull%,Oppo%,Soft%,Med%,Hard%,playerid
Kyle Schwarber,278,1191,0.47,0.353,0.237,0.36,0.3,0.675,0.98,0.475,0.209,0.152,0.443,0.405,16478
